requirement_id,control_id,priority,requirement
G.RM-05-req-02,G.RM-05,1,"Due Diligence: Questionnaires, attestations (SOC 2, ISO 27001/42001), independent assessments."
G.RM-05-req-03,G.RM-05,1,"Contractual Safeguards: Data protection, breach notification, audit rights, AI-use limits, sub-processor approval."
G.RM-05-req-04,G.RM-05,2,"Continuous Monitoring: External posture, EASM, sanctions/adverse media."
G.RM-05-req-05,G.RM-05,2,Change & Offboarding: Reassess on scope change; data return/destruction; credential revocation.
G.RM-05-req-06,G.RM-05,2,Incident Response Integration: Vendors in IR playbooks/notifications.
G.RM-05-req-07,G.RM-05,2,Metrics & Reporting: Dashboards of ratings/remediation.
G.RM-05-req-08,G.RM-05,2,Evidence Retention: Archive diligence and clauses.
G.RM-05-req-09,G.RM-05,3,"Concentration & Fourth-Party Risk: Map ""Fourth Parties"" (your vendor's vendors) to identify concentration risk (e.g., 80% of critical vendors rely on a single cloud region or AI model)."
G.ST.B-req-1,G.ST.B,1,"Boundary Definition: Maintain current diagrams/inventories delineating in-scope vs. out-of-scope components, trust zones, and interfaces."
G.ST.B-req-2,G.ST.B,2,Isolation Requirements: Enforce segmentation for prod vs non-prod and AI training vs inference.
G.ST.B-req-3,G.ST.B,2,Interface Control: Identify data flows/protocols between zones; require explicit allow rules and identity-aware controls.
G.ST.B-req-4,G.ST.B,2,Third-Party Edges: Document vendor/customer connections; align contractual/technical controls.
G.ST.B-req-5,G.ST.B,2,Change Control: Update boundary artifacts during change approvals; verify via audits/pen tests.
G.ST.B-req-6,G.ST.B,2,"Evidence: Maintain architecture diagrams, flow maps, inventories, approvals."
G.ST.O-01-req-1,G.ST.O-01,1,"Mission Definition: Maintain a written mission statement that explains who is served, services/outcomes provided, and principles that guide trustworthy technology and data stewardship."
G.ST.O-01-req-2,G.ST.O-01,1,"Governance Alignment: Link the mission to governance objectives (security, privacy, resilience, responsible AI) with accountable owners and measurable outcomes."
G.ST.O-01-req-3,G.ST.O-01,1,"Scope Statement: Issue a signed, version-controlled scope statement clarifying covered legal entities, functions, facilities, networks, cloud accounts, and AI systems; note justified exclusions (ISMS Statement)."
G.ST.O-01-req-4,G.ST.O-01,2,Stakeholder Communication: Publish the mission and scope internally; provide an external summary to customers and partners on request.
G.ST.O-01-req-5,G.ST.O-01,2,"Review & Update: Revalidate the mission and scope at least annually and upon major business, technology, or regulatory change."
G.ST.O-01-req-6,G.ST.O-01,2,"Evidence & Records: Maintain the current mission, scope statement, approval minutes, and change history in the policy repository."
G.ST.O-01-req-7,G.ST.O-01,3,Specific Control Alignment: Maintain a Statement of Applicability (SoA).
G.ST.O-02-req-1,G.ST.O-02,1,Context Analysis: Document internal (culture/tech) and external (threat/legal) factors.
G.ST.O-02-req-2,G.ST.O-02,1,Stakeholder Register: Identify groups and their expectations.
G.ST.O-02-req-3,G.ST.O-02,1,Objectives & Targets: Define measurable targets (e.g. patch SLA) with owners.
G.ST.O-02-req-4,G.ST.O-02,2,Review Cadence: Reassess context/objectives annually.
G.ST.O-02-req-5,G.ST.O-02,2,Records: Maintain context register and review minutes.
G.ST.O-02-req-6,G.ST.O-02,3,Risk Linkage: Map objectives to specific risks and controls.
G.ST.S-01-req-1,G.ST.S-01,1,AI Inventory: Maintain living registry of AI systems with owners/purpose/lifecycle.
G.ST.S-01-req-2,G.ST.S-01,1,"Risk Categorization: Classify by risk tier (minimal/limited/high) based on impact, context, and potential harms."
G.ST.S-01-req-3,G.ST.S-01,1,"Lifecycle Coverage: Declare governed lifecycle stages (data, training, evaluation, deployment, monitoring, retirement)."
G.ST.S-01-req-4,G.ST.S-01,2,Entry Criteria: Require registration of any new AI activity before accessing production data/environments.
G.ST.S-01-req-5,G.ST.S-01,2,Review Cadence: Reassess scope/risk on material change or at least annually.
G.ST.S-01-req-6,G.ST.S-01,2,"Evidence: Keep inventory exports, risk decisions, approvals, and change records."
G.ST.S-02-req-01,G.ST.S-02,1,"In-Scope Asset Types: Define asset classes covered (including AI datasets/models, hardware, software, cloud resources)."
G.ST.S-02-req-02,G.ST.S-02,1,"Protection Baselines: Specify baseline controls per asset class and risk tier (e.g., ""All High-Risk Data requires Encryption + MFA"")."
G.ST.S-02-req-03,G.ST.S-02,2,Environment Separation: Document protection differences across dev/test/prod.
G.ST.S-02-req-04,G.ST.S-02,2,"Criticality Assignment: Execute a process (e.g., Business Impact Analysis) to assign risk tiers/criticality ratings to individual assets."
G.ST.S-02-req-05,G.ST.S-02,2,Exceptions: Require written approvals with time-bound remediation for any asset exempt from the baseline.
G.ST.S-02-req-06,G.ST.S-02,3,Review: Validate scope alignment during audits and after org change.
G.ST.S-03-req-1,G.ST.S-03,1,"Obligation Register: Maintain master list of laws, regulations, customer commitments, certifications with responsible owners."
G.ST.S-03-req-2,G.ST.S-03,2,"Control Mapping: Map obligations to policies, standards, and controls; identify gaps and remediation."
G.ST.S-03-req-3,G.ST.S-03,2,"Evidence Strategy: Define required records, retention, and reporting triggers."
G.ST.S-03-req-4,G.ST.S-03,2,Change Monitoring: Track regulatory changes and update obligations/controls.
G.ST.S-03-req-5,G.ST.S-03,3,Assurance: Periodically test controls against obligations.
