arise_control_id,prEN 18282 Reference,rationale
I.DG-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Data Mapping (IDENTIFY) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.DG-01-req-07 (Automated Discovery & Dynamic Mapping: Deploy active scanning tools to automatically identify undefined data repositories (shadow data) and dynamically update data flow maps based on observed network traffic and API calls.) -- matched terms: network, scan. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
I.IM-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control AI Impacts (IDENTIFY) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 7 requirements demonstrate direct keyword alignment to this standard: I.IM-01-req-01 (Impact Assessment: Evaluate rights, discrimination, safety, economic, environmental, trust impacts.) -- matched terms: assessment"
I.RM-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Risk Identification (IDENTIFY) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 2 of 5 requirements demonstrate direct keyword alignment to this standard: I.RM-01-req-03 (Systematic Intake: Collect risks from threat modeling, red-team, vuln scans, BIAs, DPIAs, supplier reviews, TEVV.) -- matched terms: scan, threat"
I.RM-02,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Insider Threat (IDENTIFY) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 7 requirements demonstrate direct keyword alignment to this standard: I.RM-02-req-01 (Establish insider threat program with HR, Security, Legal oversight.) -- matched terms: security, threat"
I.SC-01,Art. 15(cyber) - Infrastructure Security,"ARISE control Supply Chain Risk (IDENTIFY) maps to Art. 15(cyber) - Infrastructure Security of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 7 requirements demonstrate direct keyword alignment to this standard: I.SC-01-req-01 (Supplier Inventory & Tiering: Classify suppliers by criticality and data access. (100% critical suppliers assessed pre-onboarding; annual reassessments.)) -- matched terms: assessment"
I.TH-01,Art. 15(cyber) - Cyber Incident Response,"ARISE control Security Thresholds (IDENTIFY) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 2 of 6 requirements demonstrate direct keyword alignment to this standard: I.TH-01-req-03 (Operational Targets: Define MTTD (Mean Time to Detect), MTTR (Mean Time to Respond), patching SLAs, remediation windows.) -- matched terms: detect"
I.TH-02,Art. 15(cyber) - AI Cybersecurity,"ARISE control AI Operational Thresholds (IDENTIFY) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: I.TH-02-req-02 (Monitoring: Track metrics continuously and alert on breaches.) -- matched terms: monitor. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
I.TM-01,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Threat Management (IDENTIFY) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 7 of 9 requirements demonstrate direct keyword alignment to this standard: I.TM-01-req-01 (Threat Library: Maintain catalog including AI-specific vectors.) -- matched terms: threat"
P.AC.M-01,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Bias (PROTECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. The control addresses: Detect and reduce unjustified bias across the lifecycle; document residual risks and mitigations.. None of the 7 individual requirements contain explicit keyword matches to prEN 18282 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18282 language to one or more requirements to strengthen direct traceability."
P.AC.M-02,Art. 15(cyber) - Adversarial Attacks,"ARISE control Robustness (PROTECT) maps to Art. 15(cyber) - Adversarial Attacks of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 6 requirements demonstrate direct keyword alignment to this standard: P.AC.M-02-req-01 (Fallback & SLOs: Define fallback models/heuristics; set response SLOs and quality SLOs.) -- matched terms: response"
P.AC.M-03,Art. 15(cyber) - AI Cybersecurity,"ARISE control Explainability (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. The control addresses: Provide audience-appropriate transparency and interpretability; disclose limits to support responsible use and governance.. None of the 6 individual requirements contain explicit keyword matches to prEN 18282 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18282 language to one or more requirements to strengthen direct traceability."
P.AC.S-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Datasets & Tagging (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.AC.S-01-req-03 (Access & Monitoring: Segregate training vs. inference stores; log read/write; anomaly alerts on unusual reads.) -- matched terms: anomaly, monitor. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.AC.S-02,Art. 15(cyber) - Data/Model Poisoning,"ARISE control AI-Specific Attack Vectors (PROTECT) maps to Art. 15(cyber) - Data/Model Poisoning of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 8 requirements demonstrate direct keyword alignment to this standard: P.AC.S-02-req-02 (Rate-Limit & Abuse Prevention: Per-tenant throttles; high-risk pattern detection; honeypot prompts/canaries.) -- matched terms: detect"
P.AT-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control AI Training (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.AT-01-req-04 (Assessment: Require knowledge checks and maintain completion records.) -- matched terms: assessment. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.AT-02,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Cybersecurity Training (PROTECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 5 requirements demonstrate direct keyword alignment to this standard: P.AT-02-req-01 (Baseline Program: Mandatory annual training covering password hygiene, phishing, data handling, and incident reporting.) -- matched terms: incident"
P.AT-03,Art. 15(cyber) - AI Cybersecurity,"ARISE control Governance Training (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 2 of 6 requirements demonstrate direct keyword alignment to this standard: P.AT-03-req-03 (Committee Orientation: Onboarding decks for ethics, privacy, and security committees.) -- matched terms: security"
P.DS-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Classification & Handling (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 2 of 8 requirements demonstrate direct keyword alignment to this standard: P.DS-01-req-06 (Access Controls: Tie read/write privileges to classification level.) -- matched terms: access control"
P.DS-02,Art. 15(cyber) - AI Cybersecurity,"ARISE control Cryptographic Management (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. The control addresses: Ensure confidentiality, integrity, and authenticity of data and AI models through modern, approved cryptographic controls.. None of the 6 individual requirements contain explicit keyword matches to prEN 18282 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18282 language to one or more requirements to strengthen direct traceability."
P.ES,Art. 15(cyber) - Cyber Incident Response,"ARISE control Endpoint Security (PROTECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 9 requirements demonstrate direct keyword alignment to this standard: P.ES-req-02 (EDR/EPP: Mandatory EDR with behavior analytics, isolation, memory scanning; alerting to SIEM; automated quarantine.) -- matched terms: scan"
P.IM,Art. 15(cyber) - Access & Identity Controls,"ARISE control Identity Management (PROTECT) maps to Art. 15(cyber) - Access & Identity Controls of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 10 requirements demonstrate direct keyword alignment to this standard: P.IM-req-02 (Authentication Controls: Enforce MFA for all privileged and remote access; require adaptive or risk-based authentication for critical systems.) -- matched terms: authentication"
P.NS,Art. 15(cyber) - Infrastructure Security,"ARISE control Network Security (PROTECT) maps to Art. 15(cyber) - Infrastructure Security of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 7 requirements demonstrate direct keyword alignment to this standard: P.NS-req-02 (Perimeter & API Security: WAF and API gateways for authentication, schema validation, rate limits; bot/injection protections.) -- matched terms: authentication, security"
P.PC,Art. 15(cyber) - AI Cybersecurity,"ARISE control Privacy Controls (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.PC-req-06 (Privacy Leakage Scanning: Implement automated discovery tools to detect PII/PHI in unstructured data stores, application logs, and model training caches to identify and remediate data proliferation.) -- matched terms: detect, scan. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.PS,Art. 15(cyber) - Cyber Incident Response,"ARISE control Platform Security (PROTECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 7 of 8 requirements demonstrate direct keyword alignment to this standard: P.PS-req-02 (Model Security & Vulnerability Management: Signed model artifacts; integrity verification on pull; continuous scanning of images and clusters; admission control.) -- matched terms: scan, security, vulnerability"
P.PY-01,Art. 15(cyber) - Access & Identity Controls,"ARISE control Access Controls (PROTECT) maps to Art. 15(cyber) - Access & Identity Controls of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-01-req-04 (Hardware Tamper Detection: Implement tamper-evident seals on server chassis and high-value AI compute hardware, combined with port-locking devices and physical intrusion sensors that trigger immediate alerts to the SOC upon unauthorized physical manipulation.) -- matched terms: authoriz, detect. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.PY-02,Art. 15(cyber) - AI Cybersecurity,"ARISE control Environment Controls (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-02-req-01 (Fire & Water: Fire suppression (inert gas/clean agent), water leak detection.) -- matched terms: detect"
P.PY-03,Art. 15(cyber) - Cyber Incident Response,"ARISE control Safety & Security (PROTECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-03-req-04 (Coordinated Emergency Power-Off (EPO): Install accessible and clearly labeled emergency power-off systems for high-density AI compute clusters, integrated with fire suppression and evacuation signaling to prevent electrical hazards during a facility incident.) -- matched terms: incident. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.RC,Art. 15(cyber) - Cyber Incident Response,"ARISE control Resilience Controls (PROTECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 10 requirements demonstrate direct keyword alignment to this standard: P.RC-req-01 (Data Resilience: Immutable backups, point-in-time recovery, encryption, and cross-region copies; periodic restore tests including model artifacts.) -- matched terms: recover"
P.RP-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Business Continuity (PROTECT) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: P.RP-01-req-01 (BIA & Priorities: Tier services; define maximum tolerable downtime and recovery priorities.) -- matched terms: recover. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.RP-02,Art. 15(cyber) - Cyber Incident Response,"ARISE control Disaster Recovery (PROTECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: P.RP-02-req-05 (Automated DR Orchestration: Utilize Infrastructure as Code (IaC) and automated recovery scripts to provision the recovery environment and deploy model pipelines, minimizing Mean Time to Recovery (MTTR) and reducing manual configuration errors.) -- matched terms: recover. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
P.SC,Art. 15(cyber) - Infrastructure Security,"ARISE control Supply Chain (PROTECT) maps to Art. 15(cyber) - Infrastructure Security of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 7 requirements demonstrate direct keyword alignment to this standard: P.SC-req-01 (Intake & Vetting: Security/legal review; license compliance; provenance validation; risk scoring.) -- matched terms: security"
P.SD,Art. 15(cyber) - Infrastructure Security,"ARISE control Secure Development (PROTECT) maps to Art. 15(cyber) - Infrastructure Security of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 10 requirements demonstrate direct keyword alignment to this standard: P.SD-req-03 (Threat Modeling: Required at design; include AI-specific abuse, data leakage, model theft.) -- matched terms: threat"
D.AD,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Anomaly Detection (DETECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 6 requirements demonstrate direct keyword alignment to this standard: D.AD-req-02 (Response Alignment: Ensure alerts trigger appropriate incident playbooks.) -- matched terms: incident, response"
D.CM,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Continuous Monitoring (DETECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 8 requirements demonstrate direct keyword alignment to this standard: D.CM-req-03 (Baseline & Drift Detection: Define normal operational baselines for systems and models; monitor for performance drift and fairness bias.) -- matched terms: detect, monitor"
D.ID,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control IOC Detection (DETECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 7 of 7 requirements demonstrate direct keyword alignment to this standard: D.ID-req-01 (IOC Feed Integration: Subscribe to authoritative feeds (ISACs, threat intel services).) -- matched terms: ioc, threat"
D.IM,Art. 15(cyber) - Cyber Incident Response,"ARISE control Incident Management (DETECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 6 requirements demonstrate direct keyword alignment to this standard: D.IM-req-01 (Incident Classification: Define types and severity levels (including AI-specific categories like Model Hijacking or Data Poisoning).) -- matched terms: data poison, incident"
D.MT,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Monitor Third Parties (DETECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 6 requirements demonstrate direct keyword alignment to this standard: D.MT-req-02 (Issue Escalation: Track and remediate vendor-related incidents; define communication protocols for breaches.) -- matched terms: incident"
D.SA-01,Art. 15(cyber) - Security Testing,"ARISE control Performing Security Assessments (DETECT) maps to Art. 15(cyber) - Security Testing of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 6 requirements demonstrate direct keyword alignment to this standard: D.SA-01-req-02 (Assessment Planning: Define annual schedule covering all system types.) -- matched terms: assessment"
D.SA-02,Art. 15(cyber) - Adversarial Attacks,"ARISE control Penetration Testing (DETECT) maps to Art. 15(cyber) - Adversarial Attacks of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 6 requirements demonstrate direct keyword alignment to this standard: D.SA-02-req-02 (Standard Execution: Conduct standard penetration testing on hosting infrastructure, APIs, and web applications.) -- matched terms: penetration"
D.SA-03,Art. 15(cyber) - Security Testing,"ARISE control Vulnerability Testing (DETECT) maps to Art. 15(cyber) - Security Testing of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 7 requirements demonstrate direct keyword alignment to this standard: D.SA-03-req-03 (Execution: Conduct weekly automated vulnerability scans on all critical systems and identified AI infrastructure.) -- matched terms: scan, vulnerability"
D.SA-04,Art. 15(cyber) - Cyber Incident Response,"ARISE control Tabletop Exercises (BCDR) (DETECT) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 7 requirements demonstrate direct keyword alignment to this standard: D.SA-04-req-01 (Strategy Annual Schedule: Define an annual calendar of exercises ensuring coverage of Cyber, IT Disaster Recovery, and AI System failures.) -- matched terms: recover"
D.SA-05,Art. 15(cyber) - Security Testing,"ARISE control Code Scanning (DETECT) maps to Art. 15(cyber) - Security Testing of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 8 requirements demonstrate direct keyword alignment to this standard: D.SA-05-req-03 (Execution SAST/SCA: Integrate Static Analysis (SAST) and Dependency Scanning (SCA) into the standard application CI/CD pipeline.) -- matched terms: scan"
D.TI,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Threat Intelligence (DETECT) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 7 requirements demonstrate direct keyword alignment to this standard: D.TI-req-02 (Integration: Feed TI into patching, monitoring, and training workflows.) -- matched terms: monitor"
R.IC.E-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control Regulatory Reporting (RESPOND) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. The control addresses: Meet all regulatory breach-reporting requirements in time and content.. None of the 6 individual requirements contain explicit keyword matches to prEN 18282 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18282 language to one or more requirements to strengthen direct traceability."
R.IC.E-02,Art. 15(cyber) - AI Cybersecurity,"ARISE control Law Enforcement Partners (RESPOND) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. The control addresses: Engage relevant authorities promptly when criminal or nation-state activity is suspected.. None of the 6 individual requirements contain explicit keyword matches to prEN 18282 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18282 language to one or more requirements to strengthen direct traceability."
R.IC.E-03,Art. 15(cyber) - Security Monitoring & Detection,"ARISE control Information-Sharing Communities (RESPOND) maps to Art. 15(cyber) - Security Monitoring & Detection of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-03-req-02 (Data Validation: Share only validated and non-sensitive threat data (IOCs, TTPs) to prevent false alarms or privacy leaks.) -- matched terms: ioc, threat"
R.IC.E-04,Art. 15(cyber) - AI Cybersecurity,"ARISE control Privacy Notification Requirements (RESPOND) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-04-req-06 (Logging & Tracking: Define process and maintain logs of all notifications and responses.) -- matched terms: response. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
R.IC.I-01,Art. 15(cyber) - Cyber Incident Response,"ARISE control Personnel (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-01-req-01 (Coordinate messaging with HR, Legal, and Security to maintain a unified internal narrative.) -- matched terms: security"
R.IC.I-02,Art. 15(cyber) - Cyber Incident Response,"ARISE control Top Management (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 5 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-02-req-01 (Briefing Content: Summarize incident scope, regulatory exposure, and reputational impact.) -- matched terms: incident"
R.IC.I-03,Art. 15(cyber) - Cyber Incident Response,"ARISE control Incident Response Team (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-03-req-01 (Communication Discipline: Establish protocols for information security—no external disclosures without approval; need-to-know enforcement.) -- matched terms: security"
R.IC.P,Art. 15(cyber) - AI Cybersecurity,"ARISE control Public Updates / Disclosures (RESPOND) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.P-req-01 (Authorized Personnel: Only authorized personnel (e.g., C-Suite, PR Head) issue public statements; explicit prohibition on unauthorized staff speaking to media.) -- matched terms: authoriz"
R.IC.R,Art. 15(cyber) - Cyber Incident Response,"ARISE control Recovery Activity & Restoration (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 2 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.R-req-01 (Communication Plans: Implement customer communication plans aligned to business continuity and disaster recovery procedures.) -- matched terms: recover"
R.IM-01,Art. 15(cyber) - Cyber Incident Response,"ARISE control Containment (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 8 of 8 requirements demonstrate direct keyword alignment to this standard: R.IM-01-req-01 (Containment Strategies Network isolation, firewall deny rules, credential/token revocation, API key rotation, or system shutdowns.) -- matched terms: contain, network"
R.IM-02,Art. 15(cyber) - Cyber Incident Response,"ARISE control Eradication (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 7 requirements demonstrate direct keyword alignment to this standard: R.IM-02-req-02 (Validation Tests: Run post-remediation scans, regression tests, and AI inference checks for residual anomalies.) -- matched terms: scan"
R.IM-03,Art. 15(cyber) - Cyber Incident Response,"ARISE control Disaster Recovery (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-03-req-06 (Post-Restore Hardening: Implement a mandatory patch and harden step within the recovery workflow to ensure that known vulnerabilities present in the backup image are remediated before the system is reconnected to the production network.) -- matched terms: network, recover. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
R.IM-04,Art. 15(cyber) - Cyber Incident Response,"ARISE control Business Continuity (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-04-req-05 (Performance Tracking: Monitor SLA impact and customer communication effectiveness during response.) -- matched terms: monitor, response. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
R.IR-01,Art. 15(cyber) - Data/Model Poisoning,"ARISE control Incident Response: AI (RESPOND) maps to Art. 15(cyber) - Data/Model Poisoning of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 8 of 10 requirements demonstrate direct keyword alignment to this standard: R.IR-01-req-01 (Roles & Responsibilities: Assign roles for detection, triage, ethics escalation, privacy/legal review, and technical containment.) -- matched terms: contain, detect"
R.IR-02,Art. 15(cyber) - Cyber Incident Response,"ARISE control Incident Response: Cybersecurity (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 6 of 8 requirements demonstrate direct keyword alignment to this standard: R.IR-02-req-01 (Incident Classification & Severity Matrix: Define categories (intrusion, malware, exfiltration, DDoS, insider misuse). Assign SLAs for triage and containment.) -- matched terms: contain, incident"
R.IR-03,Art. 15(cyber) - Cyber Incident Response,"ARISE control Incident Response: Privacy (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 4 of 7 requirements demonstrate direct keyword alignment to this standard: R.IR-03-req-01 (Privacy Incident Identification: Detect anomalies indicating PII/PHI leakage, misclassification, or unauthorized access.) -- matched terms: authoriz, detect, incident"
R.LL,Art. 15(cyber) - Cyber Incident Response,"ARISE control Incident Lessons Learned (RESPOND) maps to Art. 15(cyber) - Cyber Incident Response of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 3 of 6 requirements demonstrate direct keyword alignment to this standard: R.LL-req-01 (Critical Incident PIRs: Conduct Post-Incident Reviews (PIRs) for all critical incidents within 5 business days. Include timeline, decisions, and outcomes.) -- matched terms: incident"
V.AD-01,Art. 15(cyber) - AI Cybersecurity,"ARISE control External Audit: AI Audit (VALIDATE) maps to Art. 15(cyber) - AI Cybersecurity of prEN 18282, which covers AI cybersecurity including protection against data poisoning, model poisoning, adversarial examples, and evasion attacks. 1 of 6 requirements demonstrate direct keyword alignment to this standard: V.AD-01-req-02 (Audit Readiness: Curate policy sets, inventories, TEVV artifacts, evaluation/verification/validation packages, and incident logs; appoint liaison and evidence owners.) -- matched terms: incident. These requirements substantively address prEN 18282 obligations at the individual requirement level, confirming strong traceability."
