arise_control_id,prEN 18286 Reference,rationale
M.RM-03,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Cybersecurity Risk Management (MANAGE) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Continuously evaluate threats, vulnerabilities, and exposure across systems, networks, applications, and AI workloads to maintain acceptable cybersecurity posture.. None of the 9 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
M.RP,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Reporting (MANAGE) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: M.RP-req-01 (Escalation Procedures: Define immediate escalation thresholds for critical risks or noncompliance events.) -- matched terms: procedure"
I.AM-01,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control AI System Inventory (IDENTIFY) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 10 requirements demonstrate direct keyword alignment to this standard: I.AM-01-req-01 (Inventory Governance: Define ownership (AI Product Owner, Model Owner, Data Steward). Establish registration criteria for what constitutes an AI system and subcomponents.) -- matched terms: governance"
I.AM-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control System Asset Management (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 9 requirements demonstrate direct keyword alignment to this standard: I.AM-02-req-03 (Interconnection Register: Document upstream/downstream dependencies, trust boundaries, and data flows.) -- matched terms: document. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
I.AM-03,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control BYOD Asset Management (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Control risk from personally owned devices accessing organizational systems/data.. None of the 7 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
I.DG-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Data Mapping (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: I.DG-01-req-01 (Data Inventories: Catalog datasets with owners, categories, sensitivity, purpose, lawful basis. (100% critical data flows documented and current.)) -- matched terms: document"
I.IM-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control AI Impacts (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.IM-01-req-04 (Stakeholder Engagement: Collect feedback from affected groups and governance bodies.) -- matched terms: governance. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
I.RM-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Risk Identification (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 5 requirements demonstrate direct keyword alignment to this standard: I.RM-01-req-01 (Classification: Standardize likelihood/impact scales and KRIs.) -- matched terms: standard. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
I.RM-02,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Insider Threat (IDENTIFY) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: I.RM-02-req-01 (Establish insider threat program with HR, Security, Legal oversight.) -- matched terms: oversight"
I.SC-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Supply Chain Risk (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: I.SC-01-req-07 (Fourth-Party Visibility: Document sub-suppliers and fallback options.) -- matched terms: document. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
I.TH-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Security Thresholds (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: I.TH-01-req-02 (Documented thresholds for all major alert categories.) -- matched terms: document. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
I.TH-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control AI Operational Thresholds (IDENTIFY) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Define measurable thresholds for AI performance, fairness, drift, safety, and explainability, with rollback and HITL criteria.. None of the 6 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
I.TM-01,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Threat Management (IDENTIFY) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Continuously identify, assess, and track threats to information systems and AI assets to inform defenses and investment.. None of the 9 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.AC.M-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Bias (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 7 requirements demonstrate direct keyword alignment to this standard: P.AC.M-01-req-01 (Documentation: Model cards with fairness assumptions, metrics, mitigations, limitations; re-evaluate on data/model changes.) -- matched terms: document"
P.AC.M-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Robustness (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: P.AC.M-02-req-01 (Fallback & SLOs: Define fallback models/heuristics; set response SLOs and quality SLOs.) -- matched terms: quality. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.AC.M-03,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Explainability (PROTECT) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: P.AC.M-03-req-02 (Governance Artifacts: Maintain explanation artifacts, modeling assumptions, and rationale in model/system cards.) -- matched terms: governance"
P.AC.S-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Datasets & Tagging (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: P.AC.S-01-req-05 (User-Generated Data Governance: Moderate/cleanse UGC; define retention, consent, and redaction policies.) -- matched terms: governance"
P.AC.S-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control AI-Specific Attack Vectors (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 8 requirements demonstrate direct keyword alignment to this standard: P.AC.S-02-req-01 (Input/Output Guardrails: Content filtering, policy/guard prompts, output sanitization; prevent chain-of-thought leakage.) -- matched terms: policy. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.AT-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control AI Training (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 4 of 7 requirements demonstrate direct keyword alignment to this standard: P.AT-01-req-01 (Accountability: Managers ensure team completion; HR tracks compliance.) -- matched terms: accountability"
P.AT-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Cybersecurity Training (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Establish foundational and advanced security awareness to mitigate phishing, social-engineering, malware, and insider threats.. None of the 5 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.AT-03,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Governance Training (PROTECT) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 5 of 6 requirements demonstrate direct keyword alignment to this standard: P.AT-03-req-01 (Governance training overview within 90 days of appointment.) -- matched terms: governance"
P.DS-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Classification & Handling (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: P.DS-01-req-03 (Handling Procedures: Define approved transfer, sharing, and destruction methods.) -- matched terms: procedure"
P.DS-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Cryptographic Management (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: P.DS-02-req-03 (Algorithm Standards: Use FIPS-validated or equivalent ciphers; maintain crypto-agility plan.) -- matched terms: standard. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.ES,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Endpoint Security (PROTECT) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Harden and continuously monitor endpoints (user devices, servers, containers, edge nodes) to prevent malware, credential theft, and data loss, including protection of local model caches and embeddings.. None of the 9 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.IM,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Identity Management (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 10 requirements demonstrate direct keyword alignment to this standard: P.IM-req-01 (Access Provisioning: Use RBAC/ABAC; require approvals, documented justifications, and auto-revocation on role change or termination.) -- matched terms: document"
P.NS,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Network Security (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.NS-req-04 (Egress Governance: Default deny outbound; curated egress; DLP and DNS filtering; model-endpoint exfil heuristics.) -- matched terms: governance. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.PC,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Privacy Controls (PROTECT) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Protect personal and sensitive information by embedding privacy-enhancing technologies and governance in all systems.. None of the 7 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.PS,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Platform Security (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 8 requirements demonstrate direct keyword alignment to this standard: P.PS-req-01 (Configuration Baselines: CIS benchmarks; preventive guardrails (policy-as-code) enforced in IaC and cloud policy engines.) -- matched terms: policy"
P.PY-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Access Controls (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Prevent unauthorized physical access to facilities, secure areas, and media.. None of the 4 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.PY-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Environment Controls (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Protect assets against environmental hazards and facility failures.. None of the 4 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
P.PY-03,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Safety & Security (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 4 requirements demonstrate direct keyword alignment to this standard: P.PY-03-req-01 (Emergency Procedures: Evacuation routes, muster protocols, emergency communications.) -- matched terms: procedure"
P.RC,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Resilience Controls (PROTECT) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 10 requirements demonstrate direct keyword alignment to this standard: P.RC-req-06 (Dependency Resilience: Document dependencies; alternate providers or read-only/queueing modes for upstream degradation.) -- matched terms: document. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.RP-01,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Business Continuity (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: P.RP-01-req-03 (Validated Workarounds: Annual continuity tests; documented workarounds validated.) -- matched terms: document"
P.RP-02,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Disaster Recovery (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: P.RP-02-req-04 (Documentation & Drills: DR runbooks; semi-annual drills; vendor DR evidence for critical SaaS.) -- matched terms: document"
P.SC,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Supply Chain (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: P.SC-req-02 (SBOM/MBOM: Require and verify; track vulnerabilities; enforce policy exceptions with expiry.) -- matched terms: policy. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
P.SD,Art. 17 / Cl. 7-8 - QMS Support & Operations,"ARISE control Secure Development (PROTECT) maps to Art. 17 / Cl. 7-8 - QMS Support & Operations of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 10 requirements demonstrate direct keyword alignment to this standard: P.SD-req-01 (Policy & Standards: Secure coding standards; IaC policies; dependency policies; model packaging standards.) -- matched terms: policy, standard"
D.AD,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Anomaly Detection (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Detect unusual system, data, or AI behavior through statistical, heuristic, and machine learning models to prevent or mitigate emerging threats.. None of the 6 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
D.CM,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Continuous Monitoring (DETECT) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: D.CM-req-05 (Retention & Integrity: Protect and retain monitoring data per regulatory and evidentiary standards.) -- matched terms: standard"
D.ID,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control IOC Detection (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Identify and respond to Indicators of Compromise (IOCs) that signal potential intrusion or malicious activity across enterprise and AI systems.. None of the 7 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
D.IM,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Management (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: D.IM-req-05 (AI Forensic Capture: Implement procedures to freeze and export the specific model version, weights, and inference telemetry (input/output/metadata) involved in an incident to enable deterministic replay and analysis in a secure environment.) -- matched terms: procedure. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
D.MT,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Monitor Third Parties (DETECT) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: D.MT-req-04 (Ethical Oversight: Validate AI suppliers for fairness, transparency, and accountability practices.) -- matched terms: accountability, oversight"
D.SA-01,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Performing Security Assessments (DETECT) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: D.SA-01-req-03 (Fully Documented Testing Program: Conduct vulnerability, code(e.g., SAST, DAST, IAST, SCA...) tests.) -- matched terms: document"
D.SA-02,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Penetration Testing (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: D.SA-02-req-01 (Define annual scope covering both standard infrastructure (Cloud, API) and AI components (Models, RAG pipelines, Training Data).) -- matched terms: scope, standard"
D.SA-03,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Vulnerability Testing (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: D.SA-03-req-02 (Scope: Maintain an automated inventory of all assets (Cloud, On-prem) and AI artifacts (Model Registries, Training Servers) to ensure 100% coverage.) -- matched terms: scope. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
D.SA-04,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Tabletop Exercises (BCDR) (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: D.SA-04-req-05 (Document Lessons Learned and assign corrective actions (CAPA) with deadlines.) -- matched terms: document"
D.SA-05,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Code Scanning (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 4 of 8 requirements demonstrate direct keyword alignment to this standard: D.SA-05-req-01 (Defined the No-Go policy: Critical severity findings must fail the CI/CD build automatically (Blocking Gate).) -- matched terms: policy"
D.TI,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Threat Intelligence (DETECT) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: D.TI-req-05 (Adversarial AI TTP Mapping: Map incoming threat intelligence to the MITRE ATLAS framework to identify specific tactics, techniques, and procedures (TTPs) targeting the organization's AI model lifecycle and inference endpoints.) -- matched terms: procedure. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
R.IC.E-01,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Regulatory Reporting (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-01-req-02 (Deadline Tracking: Track deadlines and maintain submission evidence for audit (e.g., email receipts, portal screenshots).) -- matched terms: mission"
R.IC.E-02,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Law Enforcement Partners (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-02-req-03 (Evidence Integrity: Preserve digital evidence and maintain strict chain-of-custody documentation.) -- matched terms: document"
R.IC.E-03,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Information-Sharing Communities (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-03-req-01 (Sharing Policy: Develop information-sharing policies covering classification, anonymization, and disclosure approval.) -- matched terms: policy"
R.IC.E-04,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Privacy Notification Requirements (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.E-04-req-01 (Coordination: Coordinate with Legal, DPO, and Privacy Office to determine notification scope and method.) -- matched terms: scope"
R.IC.I-01,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Personnel (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-01-req-02 (Standardized Templates: Maintain standardized internal communication templates for incident alerts and updates.) -- matched terms: standard. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
R.IC.I-02,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Top Management (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-02-req-01 (Briefing Content: Summarize incident scope, regulatory exposure, and reputational impact.) -- matched terms: scope"
R.IC.I-03,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Response Team (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-03-req-02 (Secure Channels: Use secure, dedicated collaboration platforms (e.g., encrypted signal/wire, separate Slack workspace) for IR coordination, distinct from standard corporate comms.) -- matched terms: standard. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
